code,price,price_percent,price_cent,NS_shown,NS,category,product,weight,unit_weight,picture,kcal_100,lipides_100,ags_100,glucides_100,sucres_100,proteines_100,sel_100,fibres_100,scoreFSA,microcategory
3719,0.82,0.66,0.8,1,A,Pains et Brioches,Pain de mie complet<br />&nbsp;,550,g,Label2-26.jpg,238,3.5,0.5,39,4.6,9,1.1,4.2,-3,Cereals&Potatoes
3791,1.24,0.99,1.22,1,A,Pains et Brioches,Pain de mie 7 céréales<br />&nbsp;,550,g,GAEL-Catalogue-424.jpg,290,7.7,0.6,43,5.4,10,1.13,4.5,-2,Cereals&Potatoes
3760,1,1,1,0,B,Pains et Brioches,Baguette traditionnelle<br />&nbsp;,250,g,GAEL_Label4-015.jpg,286,1.47,0.1,56.6,2.12,9.33,1.7,3.02,1,Cereals&Potatoes
3717,1.5,1.5,1.5,0,A,Pains et Brioches,Pain complet<br />&nbsp;,300,g,Label2-92.jpg,255,1.9,0.3,46,1.6,9.2,1.09,5.6,-3,Cereals&Potatoes
3726,1.42,1.42,1.42,1,C,Pains et Brioches,Biscottes<br />&nbsp;,300,g,GAEL-Catalogue-431.jpg,410,8.6,1.9,67,7.1,13,1.6,3.3,9,Cereals&Potatoes
3744,0.96,1.06,0.97,1,D,Pains et Brioches,10 Pains au lait<br />&nbsp;,350,g,GAEL-Catalogue-434.jpg,349,11,3.7,54,13,7.7,1.2,1.8,12,Cereals&Potatoes
3735,1.67,1.84,1.68,1,D,Pains et Brioches,Brioche tranchée<br />aux pépites de chocolat,500,g,Label2-131.jpg,364,14,3.5,49,15,8.7,1.1,2.5,11,Cereals&Potatoes
3722,1.26,1.01,1.24,1,A,Pains et Brioches,Pain croustillant farine complète<br />riche en fibres,230,g,GAEL-Catalogue-436.jpg,332,5.5,1,42.5,0,13.5,1.25,24,-1,Cereals&Potatoes
3877,1.01,1.11,1.02,1,D,"Viennoiseries, gâteaux",Pain d'épices <br />&nbsp;,470,g,Label2-91.jpg,310,0.9,0.1,71,42,3.1,0.71,3.8,10,Snacks&Sweets
3875,1.71,1.88,1.72,1,D,"Viennoiseries, gâteaux",10 Croissants<br />&nbsp;,400,g,GAEL-Catalogue-443.jpg,397,20,11,46,9.6,6.6,1.5,3.1,18,Snacks&Sweets
3895,3.29,3.95,3.31,1,E,"Viennoiseries, gâteaux",Quatre quarts breton<br />&nbsp;,800,g,GAEL-Catalogue-445.jpg,437,25,15,47,27,5.5,1.2,1,24,Snacks&Sweets
3816,1.33,1.46,1.34,1,D,"Viennoiseries, gâteaux",10 Pancakes<br />&nbsp;,350,g,Label2-118.jpg,355,16.1,1.7,46.3,28.3,5.7,1.45,1.5,15,Snacks&Sweets
3871,2.63,2.89,2.64,1,D,"Viennoiseries, gâteaux",Brioche fourrée<br />à la crème pâtissière,600,g,Label2-119.jpg,275,6.9,3.5,47.4,20.9,5.4,0.7,0,13,Snacks&Sweets
3810,1.69,2.03,1.71,1,E,"Viennoiseries, gâteaux",Cake marbré<br />&nbsp;,300,g,Label2-129.jpg,448,25,11.5,49,30.9,6.1,0.64,1.2,22,Snacks&Sweets
3845,1.57,1.88,1.59,1,E,"Viennoiseries, gâteaux",8 Pains au chocolat<br />&nbsp;,360,g,GAEL-Catalogue-449.jpg,430,23.8,15.9,46.2,16.3,6.8,0.97,2.2,19,Snacks&Sweets
3899,1.85,2.22,1.87,1,E,"Viennoiseries, gâteaux",8 Brownies au chocolat<br />pépites de chocolat,240,g,Label2-86.jpg,453,24,9.6,52,41,6.2,0.35,3.5,20,Snacks&Sweets
3990,1.47,1.62,1.48,1,D,Barres chocolatées ou de céréales,6 Barres de céréales raisins<br />et chocolat au lait,125,g,Label2-36.jpg,401,9.9,5.4,69,31,6.7,0.55,4.8,13,Snacks&Sweets
3930,2.4,2.64,2.41,1,D,Barres chocolatées ou de céréales,6 Barres de céréales<br />aux fruits rouges,129,g,GAEL-Catalogue-483.jpg,380,3.9,1.8,81,35,4.7,0.58,2.7,11,Snacks&Sweets
3917,1.49,1.64,1.5,1,D,Barres chocolatées ou de céréales,6 Barres de céréales au chocolat<br />&nbsp;,208,g,GAEL-Catalogue-486.jpg,415,16,8.4,64,23,5.5,0.33,4.9,14,Snacks&Sweets
3981,2.74,3.29,2.76,1,E,Barres chocolatées ou de céréales,10 Génoises au chocolat<br />fourrées cacao,420,g,Label2-127.jpg,474,29.2,16.9,45.1,37.3,5.4,0.25,0,24,Snacks&Sweets
3937,3.02,3.62,3.04,1,E,Barres chocolatées ou de céréales,6 Barres chocolatées fourrées<br />au lait et aux noisettes,258,g,Label2-126.jpg,572,37.3,17.3,49.5,41.2,8.6,0.27,0,27,Snacks&Sweets
3940,3.05,3.66,3.07,1,E,Barres chocolatées ou de céréales,10 Barres chocolatées au caramel<br />&nbsp;,450,g,Label2-128.jpg,449,16.6,8.3,70.2,61.7,4.1,0.42,0,24,Snacks&Sweets
3914,4.4,5.28,4.42,1,E,Barres chocolatées ou de céréales,15 Barres au chocolat<br />au lait et aux céréales,350,g,Label2-81.jpg,561,33.8,21.9,54.9,49.1,8.6,0.28,1.3,26,Snacks&Sweets
3911,1.64,1.97,1.66,1,E,Barres chocolatées ou de céréales,10 Barres de chocolat au lait<br />fourrées à la noix de coco,285,g,GAEL-Catalogue-492.jpg,488,26,21.4,58.5,47.8,3.8,0.26,1.6,25,Snacks&Sweets
3954,1.81,2.17,1.83,1,E,Barres chocolatées ou de céréales,"6 Barres fourrées chocolat au<br />lait, caramel, cacahuètes grillées",300,g,GAEL-Catalogue-494.jpg,483,22.8,8.3,60.2,51.6,8.6,0.63,1.3,25,Snacks&Sweets
4032,1.11,1.33,1.13,1,E,Biscuits,Biscuits spéculoos<br />&nbsp;,180,g,GAEL-Catalogue-456.jpg,484,19,8.8,72.7,38.1,4.9,0.92,5,21,Snacks&Sweets
4078,1.1,1.21,1.11,1,D,Biscuits,Biscuits goût chocolat <br />&nbsp;,300,g,Label2-28.jpg,465,17.5,5.8,68,32,6.5,0.57,4.2,14,Snacks&Sweets
4022,1.38,1.66,1.4,1,E,Biscuits,Galette au beurre<br />&nbsp;,150,g,GAEL-Catalogue-461.jpg,491,21,15,68,26,6.5,0.8,2,22,Snacks&Sweets
4045,0.86,1.03,0.88,1,E,Biscuits,Petits beurres<br />&nbsp;,200,g,GAEL-Catalogue-464.jpg,440,12,7.6,73,23,8,1.4,3,19,Snacks&Sweets
4028,1.85,2.04,1.86,1,D,Biscuits,"Biscuits aux céréales, abricots<br />amandes et pépites de chocolat",400,g,GAEL-Catalogue-828.jpg,474,20,9,63,27,8,0.78,5,16,Snacks&Sweets
4088,1.59,1.91,1.61,1,E,Biscuits,Biscuits aux céréales<br />nappés au chocolat,200,g,GAEL-Catalogue-470.jpg,495,23.5,12.3,62.2,29,6.7,0.99,1,25,Snacks&Sweets
4057,3.26,3.59,3.27,1,D,Biscuits,Madeleines<br />&nbsp;,700,g,GAEL-Catalogue-472.jpg,453,21,2,59,29,6,0.78,2,13,Snacks&Sweets
4014,1.55,1.86,1.57,1,E,Biscuits,Cookies aux deux chocolats<br />&nbsp;,200,g,Label2-27.jpg,498,26,14,59,38,6.2,0.59,3.4,22,Snacks&Sweets
4060,1.76,1.76,1.76,1,C,Biscuits,Biscuits allégés aux céréales<br />pépites de chocolat,300,g,Label2-24.jpg,435,14,2,66,17,8.1,0.88,6.8,7,Snacks&Sweets
4186,2.9,3.19,2.91,1,D,Céréales pour le petit déjeuner,Maïs soufflé au miel<br />&nbsp;,400,g,Label2-97.jpg,383,1,0.2,88,28,5,0.83,1,12,Cereals&Potatoes
4145,2.03,1.83,2.02,1,B,Céréales pour le petit déjeuner,Pétales de maïs<br />&nbsp;,500,g,GAEL-Catalogue-500.jpg,378,0.9,0.2,84,8,7,1.13,3,1,Cereals&Potatoes
4159,2.07,2.28,2.08,1,D,Céréales pour le petit déjeuner,Riz soufflé au chocolat<br />&nbsp;,375,g,GAEL-Catalogue-834.jpg,385,2.5,0.9,84,35,5.7,0.73,2,12,Cereals&Potatoes
4139,2.55,2.55,2.55,1,C,Céréales pour le petit déjeuner,Céréales au son de blé<br />&nbsp;,500,g,Label2-95.jpg,334,3.5,0.7,48,18,14,0.95,27,6,Cereals&Potatoes
4182,3.92,3.92,3.92,1,C,Céréales pour le petit déjeuner,Blé soufflé au miel et sucré<br />&nbsp;,1,kg,GAEL-Catalogue-842.jpg,395,3.5,1,80.6,40.4,7.9,0.01,4.9,8,Cereals&Potatoes
4185,2.31,1.85,2.29,1,A,Céréales pour le petit déjeuner,Céréales croustillantes<br />aux fruits rouges,400,g,GAEL-Catalogue-839.jpg,429,14,2,61,3.5,9,0.1,17,-4,Cereals&Potatoes
4146,1.96,1.96,1.96,1,C,Céréales pour le petit déjeuner,Céréales chocolatées fourrées<br />au chocolat noisettes,400,g,Label2-96.jpg,444,3.6,0.9,22,8.7,1.9,0.18,2.1,3,Cereals&Potatoes
4194,4.05,4.05,4.05,1,C,Céréales pour le petit déjeuner,Céréales croustillantes complètes<br />aux fruits secs,750,g,GAEL-Catalogue-514.jpg,369,5,0.9,68,24,9,0.75,8,7,Cereals&Potatoes
4169,1.89,2.08,1.9,1,D,Céréales pour le petit déjeuner,Céréales croustillantes<br />au chocolat noir,500,g,GAEL-Catalogue-517.jpg,475,21,5.5,61,25,7,0.58,7,12,Cereals&Potatoes
4283,2.69,3.23,2.71,1,E,Produits à tartiner,Pâte à tartiner au chocolat<br />et noisettes,400,g,GAEL-Catalogue-520.jpg,546,31.6,11,57.6,56.7,6,0.11,3.4,22,Snacks&Sweets
4274,2.62,3.14,2.64,1,E,Produits à tartiner,Pâte à tartiner spéculoos<br />&nbsp;,400,g,Label2-123.jpg,572,35.7,7.7,58.8,36.2,3.4,0.6,0.9,23,Snacks&Sweets
4272,3.66,3.66,3.66,0,D,Produits à tartiner,Miel<br />&nbsp;,500,g,GAEL-Catalogue-681.jpg,327,0.07,0,81.1,79.1,0.4,0.01,0.07,14,Snacks&Sweets
4281,5.6,5.6,5.6,0,D,Produits à tartiner,Miel l'apiculteur de nos terroir<br />&nbsp;,500,g,GAEL_Label4-006.jpg,327,0.07,0,81.1,79.1,0.4,0.01,0.07,14,Snacks&Sweets
4285,1.32,1.32,1.32,1,C,Produits à tartiner,Confiture de reines claudes<br />allégée en sucre,340,g,Label2-42.jpg,164,0,0,39,39,0,0.02,1.5,7,Snacks&Sweets
4247,3.44,3.44,3.44,1,C,Produits à tartiner,4 Pots de crème de marrons<br />&nbsp;,400,g,GAEL-Catalogue-683.jpg,270,0.8,0.2,63.9,50.2,1.3,0.01,1.9,9,Snacks&Sweets
4225,1.66,1.83,1.67,1,D,Produits à tartiner,Confiture de quetsches<br />&nbsp;,370,g,Label2-43.jpg,241,0.1,0,59,59,0.4,0,1.3,11,Snacks&Sweets
4260,1.18,1.18,1.18,1,C,Produits à tartiner,Confiture de fraises<br />&nbsp;,370,g,GAEL-Catalogue-526.jpg,241,0.1,0,59,59,0.4,0,17,7,Snacks&Sweets
4239,2.6,2.08,2.58,1,A,Produits à tartiner,Confiture de fraises<br />sans sucres ajoutés,320,g,GAEL-Catalogue-685.jpg,79,0,0,13,3.2,0.6,0.03,14,-6,Snacks&Sweets
4339,1.47,1.62,1.48,1,D,Chocolat,Chocolat au lait fondant<br />&nbsp;,100,g,GAEL-Catalogue-528.jpg,500,37,23.5,54,10.5,4.6,0.28,1.8,17,Snacks&Sweets
4347,3.1,3.72,3.12,1,E,Chocolat,Chocolat blanc aux noisettes<br />&nbsp;,200,g,GAEL-Catalogue-530.jpg,565,36,13.5,42.5,40.5,7,0.28,4.9,22,Snacks&Sweets
4312,2.89,3.47,2.91,1,E,Chocolat,Chocolat à la pâte d'amande<br />&nbsp;,150,g,GAEL_Label4-005.jpg,506,29.8,13.7,50.1,47.4,6.7,0.01,5.2,21,Snacks&Sweets
4348,0.89,1.07,0.91,1,E,Chocolat,Chocolat au lait et aux noisettes<br />&nbsp;,100,g,Label2-55.jpg,562,38,16,45,45,8.7,0.25,2.7,24,Snacks&Sweets
4361,0.92,1.1,0.94,1,E,Chocolat,Chocolat au lait<br />&nbsp;,100,g,GAEL-Catalogue-542.jpg,530,29.5,17.5,58.5,57.5,6.4,0.43,1.8,25,Snacks&Sweets
4322,0.97,1.07,0.98,1,D,Chocolat,Chocolat extra noir 80 %<br />&nbsp;,80,g,GAEL-Catalogue-688.jpg,631,53,32,25,21,8.2,0.03,10,16,Snacks&Sweets
4366,0.93,1.02,0.94,1,D,Chocolat,"Chocolat noir bio, 74% cacao<br />&nbsp;",100,g,Label2-56.jpg,569,42,26,32,27,9.6,0.03,12,17,Snacks&Sweets
4391,1.53,1.84,1.55,1,E,Chocolat,Chocolat au lait extra fin<br />&nbsp;,100,g,Label2-54.jpg,567,37,23,55,51,6.4,0.28,3,24,Snacks&Sweets
4385,4.1,4.92,4.12,1,E,Chocolat,7 Bouchées de chocolat noir<br />fourrées de praliné noisette,245,g,GAEL-Catalogue-540.jpg,570,37.5,16.5,50.5,47.5,5.2,0.28,5,23,Snacks&Sweets
4482,1.09,0.87,1.07,1,A,Desserts aux fruits,4 Compotes pomme banane<br />&nbsp;,400,g,Label2-61.jpg,74,0,0,18,14,0,0,1.4,-3,Fruits
4448,1.57,1.26,1.55,1,A,Desserts aux fruits,8 Compotes aux 3 pommes<br />&nbsp;,800,g,Label2-59.jpg,81,0.1,0,20,14,0.1,0,1.3,-2,Fruits
4431,1.07,0.86,1.05,1,A,Desserts aux fruits,4 Compotes pomme poire<br />sans sucres ajoutés,400,g,Label2-60.jpg,56,0.5,0.1,12.5,10.3,0.4,0,2.5,-6,Fruits
4413,1.27,1.02,1.25,1,A,Desserts aux fruits,4 Compotes de pomme nature<br />&nbsp;,400,g,GAEL-Catalogue-694.jpg,70,0.1,0,16,13,0.3,0,2,-5,Fruits
4417,2.99,2.39,2.97,1,A,Desserts aux fruits,Smoothie fraise et banane<br />&nbsp;,750,ml,GAEL-Catalogue-699.jpg,54,0,0,12,10,0.6,0,0.6,-3,Fruits
4422,1.32,1.06,1.3,1,A,Desserts aux fruits,Ananas en tranches<br />&nbsp;,340,g,Label2-39.jpg,56,0,0,13,11,0.4,0,1,-4,Fruits
4433,1.2,1.08,1.19,1,B,Desserts aux fruits,Oreillons d'abricots<br />&nbsp;,410,g,GAEL-Catalogue-549.jpg,55,0,0,13,12,0,0.03,1,0,Fruits
4490,2.85,2.28,2.83,1,A,Desserts aux fruits,3 Coupelles de fruits<br />en morceaux au sirop léger,405,g,GAEL-Catalogue-552.jpg,62,0.1,0,14.5,11.7,0.3,0,1.6,-1,Fruits
4526,0.87,0.87,0.87,1,C,Jus et nectars d'agrumes,Nectar d'orange<br />à base de jus concentré,1.5,L,Label2-9.jpg,20,0.5,0.1,4.4,4.1,0.5,0.03,0,0,Fruits
4539,3.08,2.77,3.07,1,B,Jus et nectars d'agrumes,Jus d'orange sanguine<br />&nbsp;,1,L,GAEL-Catalogue-705.jpg,52,0,0,10.4,10.4,0.6,0,0.8,-4,Fruits
4559,2.36,2.12,2.35,1,B,Jus et nectars d'agrumes,Pur jus d'orange<br />&nbsp;,1,L,GAEL_Label4-019.jpg,50,0,0,12,12,0.5,0,0.5,-3,Fruits
4553,1.97,1.77,1.96,1,B,Jus et nectars d'agrumes,Pur jus 3 agrumes<br />&nbsp;,1,L,GAEL-Catalogue-710.jpg,42,0,0,9.9,9,0.7,0.01,0,-4,Fruits
4584,1.92,1.73,1.91,1,B,Jus et nectars d'agrumes,Jus de pamplemousse rose<br />&nbsp;,1,L,GAEL-Catalogue-568.jpg,39,0,0,7.6,7.6,0.5,0,0.3,-4,Fruits
4557,1.35,1.22,1.34,1,B,Jus et nectars d'agrumes,Pur jus d'orange sans pulpe<br />&nbsp;,1,L,Label2-14.jpg,44,0,0,9.4,8.7,0.7,0,0,-4,Fruits
4723,1.89,2.08,1.9,1,D,Boissons fruitées,Boisson aux extraits de fruits<br />&nbsp;,1.25,L,GAEL-Catalogue-755.jpg,34,0,0,8,7.9,0,0.01,0,1,Fruits
4734,2.99,3.29,3,1,D,Boissons fruitées,Boisson à base de jus de citron<br />et de menthe,1,L,Label2-116.jpg,36,0,0,8.9,8.3,0.1,0,0,1,Fruits
4757,1.73,1.9,1.74,1,D,Boissons fruitées,Boisson pomme framboise cassis <br />&nbsp;,2,L,Label2-115.jpg,39,0,0,9.5,9.4,0,0.01,0,2,Fruits
4753,1.58,1.74,1.59,1,D,Boissons fruitées,Boisson aux extraits de thé<br />aromatisée à la pêche,1.5,L,GAEL-Catalogue-899.jpg,30,0,0,7,6.9,0,0.01,0,1,Fruits
4799,1.65,1.65,1.65,1,C,Boissons fruitées,"Boisson aux extraits de thé<br />aromatisée à la pêche, light",1.5,L,GAEL-Catalogue-585.jpg,1,0,0,0.5,0.5,0,0.03,0,0,Fruits
4529,2.69,2.42,2.68,1,B,Jus et nectars de fruits variés,Pur jus de pomme<br />&nbsp;,1,L,GAEL_Label4-016.jpg,51,0,0,12,10.6,0.1,0,0.6,-3,Fruits
4564,1.8,1.62,1.79,1,B,Jus et nectars de fruits variés,Jus de carotte bio<br />&nbsp;,1,L,Label2-19.jpg,33,0,0,7.5,7.3,0.5,0.1,0.6,-4,Fruits
4560,1.83,1.83,1.83,1,C,Jus et nectars de fruits variés,Jus de raisin bio<br />&nbsp;,1,L,Label2-4-2.jpg,66,0.3,0,16,16,0.5,0.02,0.2,-2,Fruits
4728,1.8,1.62,1.79,1,B,Jus et nectars de fruits variés,Nectar de mangue<br />&nbsp;,1,L,GAEL_Label4-007.jpg,51,0.5,0,12,10,0.5,0.03,0.5,1,Fruits
4731,2.17,2.39,2.18,1,D,Jus et nectars de fruits variés,Nectar multivitaminé<br />à base de jus et de purée,2,L,GAEL-Catalogue-713.jpg,45,0,0,10.6,10.3,0,0,0.6,2,Fruits
4749,1.79,1.97,1.8,1,D,Jus et nectars de fruits variés,"Nectar à base de concentré<br />d'orange, carotte et citron",750,ml,GAEL-Catalogue-902.jpg,44,0.5,0.5,10,10,0.5,0,0,2,Fruits
4732,1.63,1.79,1.64,1,D,Jus et nectars de fruits variés,Nectar de poire<br />&nbsp;,1,L,Label2-117.jpg,47,0,0,11.5,10.4,0,0.03,0,1,Fruits
4644,1.29,1.55,1.31,1,E,Sodas,Boisson gazeuse au cola<br />&nbsp;,1.5,L,GAEL-Catalogue-570.jpg,42,0,0,10.6,10.6,0,0,0,2,Snacks&Sweets
4615,1.29,1.16,1.28,1,B,Sodas,Boisson gazeuse light au cola<br />&nbsp;,1.5,L,GAEL-Catalogue-572.jpg,0.2,0,0,0,0,0,0,0,0,Snacks&Sweets
4650,3.76,4.51,3.78,1,E,Sodas,12 Canettes de boisson<br />gazeuse au cola,12*15,cL,GAEL-Catalogue-857.jpg,42,0,0,10.6,10.6,0,0,0,2,Snacks&Sweets
4613,1.75,1.75,1.75,1,C,Sodas,Boisson gazeuse light à l'orange<br />&nbsp;,1.5,L,GAEL_Label4-009.jpg,7.6,0,0,1.4,1.2,0.1,0.01,0,0,Snacks&Sweets
4611,4.05,4.86,4.07,1,E,Sodas,8 Bouteilles de boisson<br />gazeuse à l'orange,8*25,cL,GAEL-Catalogue-895.jpg,42,0,0,10.1,10.1,0.1,0.01,0,2,Snacks&Sweets
4625,0.94,1.03,0.95,1,D,Sodas,Boisson gazeuse<br />citron et citron vert,1.5,L,Label2-13.jpg,28,0,0,6.6,6.6,0,0,0,1,Snacks&Sweets
4671,1.24,1.24,1.24,1,C,Sodas,Boisson gazeuse<br />light aux agrumes ,1.5,L,Label2-11.jpg,2,0.5,0,0.3,0.2,0.5,0.01,0,0,Snacks&Sweets
4621,1.71,1.54,1.7,1,B,Sodas,Boisson gazeuse light<br />aux écorces de quinquina,1.5,L,GAEL_Label4-008.jpg,1.4,0,0,0,0,0,0,0,0,Snacks&Sweets
4645,1.47,1.62,1.48,1,D,Sodas,Boisson gazeuse aux agrumes<br />&nbsp;,1.5,L,Label2-10.jpg,28,0,0,6.6,6.6,0,0,0,1,Snacks&Sweets
